timestamp,pressure,temperatureAmbient,altitude
1318,0.000000,0.000000,0.000000
1379,0.000000,0.000000,0.000000
1480,0.000000,0.000000,0.000000
1581,0.000000,0.000000,0.000000
1682,0.000000,0.000000,0.000000
1783,0.000000,0.000000,0.000000
1884,0.000000,0.000000,0.000000
1985,0.000000,0.000000,0.000000
2086,0.000000,0.000000,0.000000
2187,0.000000,0.000000,0.000000
2288,0.000000,0.000000,0.000000
2389,0.000000,0.000000,0.000000
2490,0.000000,0.000000,0.000000
2591,0.000000,0.000000,0.000000
2692,0.000000,0.000000,0.000000
2793,0.000000,0.000000,0.000000
2894,0.000000,0.000000,0.000000
2995,0.000000,0.000000,0.000000
3096,0.000000,0.000000,0.000000
3197,0.000000,0.000000,0.000000
3298,0.000000,0.000000,0.000000
3399,0.000000,0.000000,0.000000
3500,0.000000,0.000000,0.000000
3601,0.000000,0.000000,0.000000
3702,0.000000,0.000000,0.000000
3803,0.000000,0.000000,0.000000
3904,0.000000,0.000000,0.000000
4005,0.000000,0.000000,0.000000
4106,0.000000,0.000000,0.000000
4207,0.000000,0.000000,0.000000
4308,0.000000,0.000000,0.000000
4409,0.000000,0.000000,0.000000
4510,0.000000,0.000000,0.000000
4611,0.000000,0.000000,0.000000
4712,0.000000,0.000000,0.000000
4813,0.000000,0.000000,0.000000
4914,0.000000,0.000000,0.000000
5015,0.000000,0.000000,0.000000
5116,0.000000,0.000000,0.000000
5217,0.000000,0.000000,0.000000
5318,0.000000,0.000000,0.000000
5419,0.000000,0.000000,0.000000
5520,0.000000,0.000000,0.000000
5621,0.000000,0.000000,0.000000
5722,0.000000,0.000000,0.000000
5823,0.000000,0.000000,0.000000
5924,0.000000,0.000000,0.000000
6025,0.000000,0.000000,0.000000
6126,0.000000,0.000000,0.000000
6227,0.000000,0.000000,0.000000
6328,0.000000,0.000000,0.000000
6429,0.000000,0.000000,0.000000
6530,0.000000,0.000000,0.000000
6631,0.000000,0.000000,0.000000
6732,0.000000,0.000000,0.000000
6833,0.000000,0.000000,0.000000
6934,0.000000,0.000000,0.000000
7035,0.000000,0.000000,0.000000
7136,0.000000,0.000000,0.000000
7237,0.000000,0.000000,0.000000
7338,0.000000,0.000000,0.000000
7439,0.000000,0.000000,0.000000
7540,0.000000,0.000000,0.000000
7641,0.000000,0.000000,0.000000
7742,0.000000,0.000000,0.000000
7843,0.000000,0.000000,0.000000
7944,0.000000,0.000000,0.000000
8045,0.000000,0.000000,0.000000
8146,0.000000,0.000000,0.000000
8247,0.000000,0.000000,0.000000
8348,0.000000,0.000000,0.000000
8449,0.000000,0.000000,0.000000
8550,0.000000,0.000000,0.000000
8651,0.000000,0.000000,0.000000
8752,0.000000,0.000000,0.000000
8853,0.000000,0.000000,0.000000
8954,0.000000,0.000000,0.000000
9055,0.000000,0.000000,0.000000
9156,0.000000,0.000000,0.000000
9257,0.000000,0.000000,0.000000
9358,0.000000,0.000000,0.000000
9459,0.000000,0.000000,0.000000
9560,0.000000,0.000000,0.000000
9661,0.000000,0.000000,0.000000
9762,0.000000,0.000000,0.000000
9863,0.000000,0.000000,0.000000
9964,0.000000,0.000000,0.000000
10065,0.000000,0.000000,0.000000
10166,0.000000,0.000000,0.000000
10267,0.000000,0.000000,0.000000
10368,0.000000,0.000000,0.000000
10469,0.000000,0.000000,0.000000
10570,0.000000,0.000000,0.000000
10671,0.000000,0.000000,0.000000
10772,0.000000,0.000000,0.000000
10873,0.000000,0.000000,0.000000
10974,0.000000,0.000000,0.000000
11075,0.000000,0.000000,0.000000
11176,0.000000,0.000000,0.000000
11277,0.000000,0.000000,0.000000
11378,0.000000,0.000000,0.000000
11479,0.000000,0.000000,0.000000
11580,0.000000,0.000000,0.000000
11681,0.000000,0.000000,0.000000
11782,0.000000,0.000000,0.000000
11883,0.000000,0.000000,0.000000
11984,0.000000,0.000000,0.000000
12085,0.000000,0.000000,0.000000
12186,0.000000,0.000000,0.000000
12287,0.000000,0.000000,0.000000
12388,0.000000,0.000000,0.000000
12489,0.000000,0.000000,0.000000
12590,0.000000,0.000000,0.000000
12691,0.000000,0.000000,0.000000
12792,0.000000,0.000000,0.000000
12893,0.000000,0.000000,0.000000
12994,0.000000,0.000000,0.000000
13095,0.000000,0.000000,0.000000
13196,0.000000,0.000000,0.000000
13297,0.000000,0.000000,0.000000
13398,0.000000,0.000000,0.000000
13499,0.000000,0.000000,0.000000
13600,0.000000,0.000000,0.000000
13701,0.000000,0.000000,0.000000
13802,0.000000,0.000000,0.000000
13903,0.000000,0.000000,0.000000
14004,0.000000,0.000000,0.000000
14105,0.000000,0.000000,0.000000
14206,0.000000,0.000000,0.000000
14307,0.000000,0.000000,0.000000
14408,0.000000,0.000000,0.000000
14509,0.000000,0.000000,0.000000
14610,0.000000,0.000000,0.000000
14711,0.000000,0.000000,0.000000
14812,0.000000,0.000000,0.000000
14913,0.000000,0.000000,0.000000
15014,0.000000,0.000000,0.000000
15115,0.000000,0.000000,0.000000
15216,0.000000,0.000000,0.000000
15317,0.000000,0.000000,0.000000
15418,0.000000,0.000000,0.000000
15519,0.000000,0.000000,0.000000
15620,0.000000,0.000000,0.000000
15721,0.000000,0.000000,0.000000
15822,0.000000,0.000000,0.000000
15923,0.000000,0.000000,0.000000
16024,0.000000,0.000000,0.000000
16125,0.000000,0.000000,0.000000
16226,0.000000,0.000000,0.000000
16327,0.000000,0.000000,0.000000
16428,0.000000,0.000000,0.000000
16529,0.000000,0.000000,0.000000
16630,0.000000,0.000000,0.000000
16731,0.000000,0.000000,0.000000
16832,0.000000,0.000000,0.000000
16933,0.000000,0.000000,0.000000
17034,0.000000,0.000000,0.000000
17135,0.000000,0.000000,0.000000
17236,0.000000,0.000000,0.000000
17337,0.000000,0.000000,0.000000
17438,0.000000,0.000000,0.000000
17539,0.000000,0.000000,0.000000
17640,0.000000,0.000000,0.000000
17741,0.000000,0.000000,0.000000
17842,0.000000,0.000000,0.000000
17943,0.000000,0.000000,0.000000
18044,0.000000,0.000000,0.000000
18145,0.000000,0.000000,0.000000
18246,0.000000,0.000000,0.000000
18347,0.000000,0.000000,0.000000
18448,0.000000,0.000000,0.000000
18549,0.000000,0.000000,0.000000
18650,0.000000,0.000000,0.000000
18751,0.000000,0.000000,0.000000
18852,0.000000,0.000000,0.000000
18953,0.000000,0.000000,0.000000
19054,0.000000,0.000000,0.000000
19155,0.000000,0.000000,0.000000
19256,0.000000,0.000000,0.000000
19357,0.000000,0.000000,0.000000
19458,0.000000,0.000000,0.000000
19559,0.000000,0.000000,0.000000
19660,0.000000,0.000000,0.000000
19761,0.000000,0.000000,0.000000
19862,0.000000,0.000000,0.000000
19963,0.000000,0.000000,0.000000
20064,0.000000,0.000000,0.000000
20165,0.000000,0.000000,0.000000
20266,0.000000,0.000000,0.000000
20367,0.000000,0.000000,0.000000
20468,0.000000,0.000000,0.000000
20569,0.000000,0.000000,0.000000
20670,0.000000,0.000000,0.000000
