timestamp,pressure,temperatureAmbient,altitude
467,0.000000,0.000000,0.000000
529,0.000000,0.000000,0.000000
630,0.000000,0.000000,0.000000
731,0.000000,0.000000,0.000000
832,0.000000,0.000000,0.000000
933,0.000000,0.000000,0.000000
1034,0.000000,0.000000,0.000000
1135,0.000000,0.000000,0.000000
1236,0.000000,0.000000,0.000000
1337,0.000000,0.000000,0.000000
1438,0.000000,0.000000,0.000000
1539,0.000000,0.000000,0.000000
1640,0.000000,0.000000,0.000000
1741,0.000000,0.000000,0.000000
1842,0.000000,0.000000,0.000000
1943,0.000000,0.000000,0.000000
2044,0.000000,0.000000,0.000000
2145,0.000000,0.000000,0.000000
2246,0.000000,0.000000,0.000000
2347,0.000000,0.000000,0.000000
2448,0.000000,0.000000,0.000000
2549,0.000000,0.000000,0.000000
2650,0.000000,0.000000,0.000000
2751,0.000000,0.000000,0.000000
2852,0.000000,0.000000,0.000000
2953,0.000000,0.000000,0.000000
3054,0.000000,0.000000,0.000000
3155,0.000000,0.000000,0.000000
3256,0.000000,0.000000,0.000000
3357,0.000000,0.000000,0.000000
3458,0.000000,0.000000,0.000000
3559,0.000000,0.000000,0.000000
3660,0.000000,0.000000,0.000000
3761,0.000000,0.000000,0.000000
3862,0.000000,0.000000,0.000000
3963,0.000000,0.000000,0.000000
4064,0.000000,0.000000,0.000000
4165,0.000000,0.000000,0.000000
4266,0.000000,0.000000,0.000000
4367,0.000000,0.000000,0.000000
4468,0.000000,0.000000,0.000000
4569,0.000000,0.000000,0.000000
4670,0.000000,0.000000,0.000000
4771,0.000000,0.000000,0.000000
4872,0.000000,0.000000,0.000000
4973,0.000000,0.000000,0.000000
5074,0.000000,0.000000,0.000000
5175,0.000000,0.000000,0.000000
5276,0.000000,0.000000,0.000000
5377,0.000000,0.000000,0.000000
5478,0.000000,0.000000,0.000000
5579,0.000000,0.000000,0.000000
5680,0.000000,0.000000,0.000000
5781,0.000000,0.000000,0.000000
5882,0.000000,0.000000,0.000000
